orth,pron,pattern,nphon,v_lec,v_lec_freq,v_lec_nh,v_lec_nh_freq,v_psum,v_pskew,v_pkurt,v_psd,v_pfwsum,v_psum_nh,v_pskew_nh,v_pkurt_nh,v_psd_nh,v_pfwsum_nh,a_denb,a_denb_freq,a_denb_nh,a_denb_nh_freq,a_dena,a_dena_freq,a_dena_nh,a_dena_nh_freq,a_dena_hfn,a_dena_hfn_nh,a_denb_hfn,a_denb_hfn_nh,a_psum,a_pskew,a_pkurt,a_psd,a_pfwsum,a_psum_nh,a_pskew_nh,a_pkurt_nh,a_psd_nh,a_pfwsum_nh,a_wt_psum,a_wt_pskew,a_wt_pkurt,a_wt_psd,a_wt_pfwsum,a_wt_psum_nh,a_wt_pskew_nh,a_wt_pkurt_nh,a_wt_psd_nh,a_wt_pfwsum_nh
smote,smot,CCVC,4,0,,0,,2.3967,7.6826,70.2688,0.0130,18.5524,2.3628,7.4399,65.8066,0.0134,18.3462,4,7.3925,4,7.3925,3,7.2800,3,7.2800,3,3,4,4,11.7143,25.2881,936.1088,0.0084,90.4244,10.6719,24.6747,877.1216,0.0088,83.5513,4.4398,13.2173,223.9173,0.0198,32.7793,4.2648,12.9693,214.1069,0.0203,31.7264
smudge,smʌdʒ,CCVC,4,0,,0,,2.3846,9.4111,105.9635,0.0142,17.7002,2.3622,9.1205,99.4095,0.0146,17.5592,4,6.1475,4,6.1475,3,6.7067,3,6.7067,3,3,3,3,9.5616,25.4836,905.3352,0.0067,70.2292,8.8729,24.5036,830.0484,0.0070,65.8295,3.5132,11.9298,193.7631,0.0140,24.8584,3.4021,11.6429,183.8038,0.0144,24.2206
smug,smʌg,CCVC,4,5,7.9720,5,7.9720,5.4141,9.1731,101.9232,0.0339,41.6311,5.2172,9.1637,101.1859,0.0344,40.4106,7,6.8457,7,6.8457,5,6.9420,5,6.9420,2,2,3,3,12.2801,27.3205,941.5741,0.0104,90.0868,11.4411,26.1267,856.3976,0.0109,84.7347,4.5523,12.3151,182.8653,0.0221,32.2236,4.4281,11.9687,172.3129,0.0227,31.5096
smut,smʌt,CCVC,4,2,8.0800,2,8.0800,6.0786,10.8602,161.7472,0.0378,46.5379,6.0010,10.5302,151.9712,0.0390,46.0402,6,5.9567,6,5.9567,5,5.9300,5,5.9300,2,2,2,2,13.4383,15.6099,341.8125,0.0083,100.4092,12.4764,15.1494,318.1732,0.0087,94.0027,5.2003,7.6937,74.8275,0.0191,36.5423,5.0640,7.4760,70.4461,0.0197,35.6555
snack,snæk,CCVC,4,11,7.4109,11,7.4109,12.7924,8.7738,92.6890,0.0629,95.6190,12.2444,8.6316,89.0245,0.0645,91.8557,12,7.3467,12,7.3467,10,7.4840,10,7.4840,6,6,6,6,11.0857,25.4310,861.5210,0.0109,82.7784,10.4943,24.2896,782.3695,0.0114,78.8442,4.7272,12.2199,184.6257,0.0261,34.9578,4.6440,11.8532,173.5117,0.0269,34.4379
snag,snæg,CCVC,4,11,7.4245,11,7.4245,12.4018,8.9531,97.6618,0.0611,92.7091,11.8766,8.7955,93.5533,0.0627,89.1090,9,6.6344,9,6.6344,7,6.8157,7,6.8157,2,2,2,2,8.8095,24.5594,823.0990,0.0075,63.9567,8.3046,23.4826,748.8925,0.0079,60.6344,3.4455,8.8106,99.6451,0.0147,24.5010,3.3592,8.6038,94.6326,0.0151,24.0192
snail,snel,CCVC,4,11,7.2464,11,7.2464,11.5246,6.5420,55.1899,0.0434,88.1774,10.7849,6.5704,54.7562,0.0442,83.3261,6,7.5333,5,8.1520,3,8.6367,3,8.6367,1,1,1,1,10.5701,24.6348,852.4868,0.0083,80.4374,8.8418,24.1411,881.9057,0.0072,69.2918,2.9919,6.4763,50.5415,0.0101,22.0239,2.8165,6.4968,51.0569,0.0101,21.0288
snake,snek,CCVC,4,11,7.3073,11,7.3073,12.1719,7.4536,66.9065,0.0556,89.5018,11.4970,7.4686,66.9969,0.0563,84.8446,11,6.7827,10,6.7290,9,6.8689,8,6.8689,1,1,1,1,10.8906,18.9666,503.7308,0.0082,81.3477,9.9263,18.7415,483.0230,0.0085,74.9414,4.2335,6.6170,52.0285,0.0161,30.3337,4.0309,6.5757,50.9021,0.0164,29.0256
snap,snæp,CCVC,4,6,7.1350,6,7.1350,8.4105,9.3986,100.6528,0.0521,62.8024,8.0785,9.3147,98.1215,0.0532,61.1182,9,7.2378,9,7.2378,7,7.1757,7,7.1757,0,0,0,0,10.6509,25.0016,884.9250,0.0099,78.7248,10.1039,23.8833,803.9497,0.0104,75.0656,4.4234,12.4263,204.8417,0.0231,31.9292,4.3448,12.0576,192.6642,0.0238,31.4578
snare,snɛr,CCVC,4,2,8.9200,2,8.9200,7.8955,9.3474,117.4623,0.0315,59.9522,7.0752,10.0111,136.8348,0.0302,54.3737,8,7.1050,7,7.1443,7,7.5257,6,7.5257,4,4,4,4,10.4936,22.0366,690.6088,0.0074,79.1791,9.2923,22.0859,674.5952,0.0077,70.7560,3.6682,10.5635,148.4076,0.0160,26.9500,3.4083,10.6993,149.1872,0.0162,25.2671
snatch,snæt∫,CCVC,4,3,7.0900,3,7.0900,5.4425,12.1091,178.3888,0.0323,39.9723,5.2529,11.7943,168.5839,0.0332,38.7553,5,6.9980,5,6.9980,4,7.2000,4,7.2000,3,3,3,3,6.7507,26.2139,890.5968,0.0065,49.9666,6.4090,25.0173,807.9308,0.0068,47.6597,2.8205,11.2667,155.0345,0.0143,20.1808,2.7694,10.9311,145.7350,0.0148,19.8762
sneak,snik,CCVC,4,6,7.7483,6,7.7483,9.5326,10.2454,130.3792,0.0477,70.4017,9.1719,10.0359,124.3000,0.0490,67.7696,9,6.7589,9,6.7589,7,7.0971,7,7.0971,2,2,2,2,8.3487,23.3941,734.1594,0.0073,61.6610,7.6208,22.7075,682.3560,0.0077,56.5919,3.3353,7.9388,76.0177,0.0138,23.8268,3.2125,7.7570,72.1580,0.0142,22.9675
sneer,snɪr,CCVC,4,2,7.9400,2,7.9400,6.5794,8.2799,87.9978,0.0269,50.3677,6.2263,8.2324,86.1082,0.0275,47.9398,13,7.0692,13,7.0692,10,7.0790,10,7.0790,7,7,8,8,11.0111,24.6011,766.2376,0.0101,82.3556,10.0982,23.6642,702.8338,0.0106,75.9865,3.9331,12.7968,204.4361,0.0210,28.9749,3.7969,12.4789,193.6024,0.0216,28.1433
sneeze,sniz,CCVC,4,7,6.7914,7,6.7914,10.3729,8.2809,83.2720,0.0434,75.4607,9.6928,8.2349,81.1511,0.0444,70.9754,7,6.5314,6,6.8783,5,6.3080,4,6.3080,2,2,3,3,7.9443,31.4222,1301.2735,0.0073,60.0467,6.9620,32.0639,1312.7686,0.0074,53.6193,2.9326,17.2403,379.2470,0.0152,20.6214,2.6407,18.0885,404.2253,0.0152,18.9813
snick,snɪk,CCVC,4,6,8.2017,6,8.2017,10.8912,8.9839,99.2990,0.0528,83.6872,10.5215,8.7680,94.0977,0.0543,81.0550,11,7.7264,11,7.7264,10,7.5200,10,7.5200,8,8,9,9,13.0405,25.2978,824.4760,0.0130,96.8323,12.3522,24.1750,749.4936,0.0136,92.2288,5.7794,11.3449,149.6413,0.0330,42.6214,5.6724,11.0005,140.5104,0.0340,41.9570
snide,snaɪd,CCVC,4,11,7.4773,9,7.6667,13.3495,7.7562,74.4027,0.0538,102.1745,11.9009,8.0848,84.9292,0.0496,92.5893,3,6.9500,3,6.9500,3,6.9500,3,6.9500,1,1,1,1,7.8649,15.9038,383.8661,0.0045,59.3140,7.0632,15.9292,376.1198,0.0046,53.9708,2.9878,8.2884,88.0699,0.0107,21.2063,2.8560,8.2285,85.9716,0.0109,20.4526
sniff,snɪf,CCVC,4,2,7.3350,2,7.3350,3.6636,10.9113,137.4620,0.0265,28.5966,3.5631,10.6035,129.4636,0.0274,27.9111,8,6.4550,8,6.4550,6,6.8133,6,6.8133,2,2,2,2,14.8230,25.5338,826.7891,0.0145,108.3367,14.0230,24.3348,748.4737,0.0153,102.9408,6.2479,11.8354,167.3441,0.0347,45.2034,6.1250,11.4827,157.2921,0.0358,44.4682
snip,snɪp,CCVC,4,6,9.0133,6,9.0133,7.7984,9.4865,104.0356,0.0492,63.1512,7.6168,9.2486,98.4757,0.0506,62.1851,11,6.9291,11,6.9291,9,7.1800,9,7.1800,3,3,3,3,13.0122,26.3561,916.4772,0.0133,94.3747,12.3781,25.0934,828.5639,0.0140,90.1581,5.6798,12.3181,185.0018,0.0327,40.4517,5.5771,11.9455,173.7974,0.0337,39.8370
snipe,snaɪp,CCVC,4,6,7.6950,6,7.6950,7.1495,9.1770,102.4011,0.0411,54.7397,6.8312,9.1128,100.0469,0.0420,53.1265,5,7.5220,5,7.5220,5,7.5220,5,7.5220,5,5,5,5,8.4569,15.4191,309.3508,0.0060,64.7104,7.7605,15.3193,303.5589,0.0061,59.6162,3.4723,7.3619,64.4068,0.0140,25.1417,3.3618,7.2180,61.5099,0.0143,24.4170
snitch,snɪt∫,CCVC,4,0,,0,,4.1380,9.2050,107.0106,0.0200,30.2437,4.0238,8.9349,100.6114,0.0206,29.4893,8,7.5750,8,7.5750,7,7.5414,7,7.5414,7,7,8,8,8.0053,22.3751,636.9616,0.0074,58.9756,7.5891,21.3311,576.8734,0.0078,56.1636,3.5116,10.0810,121.6823,0.0178,25.0288,3.4432,9.7792,114.3270,0.0184,24.6233
snob,snɑb,CCVC,4,5,6.2680,5,6.2680,5.6733,12.4632,179.2706,0.0412,39.9899,5.5755,12.0795,168.2416,0.0425,39.4317,6,6.0450,6,6.0450,4,5.7550,4,5.7550,1,1,2,2,8.8754,25.5231,880.7491,0.0076,63.6569,8.2830,24.5718,809.3751,0.0080,59.9376,3.2903,10.6446,150.6849,0.0146,22.4264,3.1881,10.4260,143.7777,0.0150,21.8417
snook,snʊk,CCVC,4,0,,0,,4.7761,5.3423,36.7580,0.0153,35.4637,4.5855,5.2630,35.3460,0.0156,34.2609,5,6.8980,5,6.8980,4,7.2550,4,7.2550,4,4,5,5,11.3215,24.2248,846.9709,0.0097,83.1179,10.6665,23.1580,770.1849,0.0102,78.7075,4.9476,10.8832,156.1545,0.0246,35.2918,4.8374,10.5686,147.0041,0.0253,34.6220
snoop,snup,CCVC,4,2,6.4400,2,6.4400,4.0115,15.1672,267.5801,0.0343,27.4046,3.8863,14.8524,255.0597,0.0353,26.6881,8,6.8875,8,6.8875,8,6.8875,8,6.8875,3,3,3,3,9.5285,17.7563,447.3709,0.0070,70.2980,8.8308,17.2328,417.0521,0.0073,65.3924,4.1727,8.1107,83.2720,0.0176,29.4705,4.0627,7.8786,78.3642,0.0182,28.7854
snooze,snuz,CCVC,4,2,4.2800,2,4.2800,6.5202,10.3310,134.0032,0.0338,42.5230,6.0100,10.6211,140.9966,0.0337,39.6901,6,6.5800,5,7.0060,5,5.5140,4,5.5140,3,3,4,4,9.2349,26.7176,1003.3090,0.0075,70.0148,8.2012,27.4072,1040.8343,0.0076,63.0931,3.6214,13.5519,230.2349,0.0178,25.2211,3.3335,14.1891,249.6146,0.0177,23.6879
snore,snɔr,CCVC,4,7,6.8929,7,6.8929,6.1018,10.9155,140.5317,0.0342,47.8792,5.8362,10.6739,133.5702,0.0351,46.1419,8,8.3075,8,8.3075,6,8.1950,6,8.1950,6,6,8,8,10.5485,21.1206,608.3899,0.0079,81.9426,9.5211,20.6834,573.6145,0.0082,75.0575,3.1725,8.1505,84.3495,0.0128,23.8336,3.0278,8.0922,82.6473,0.0131,22.9817
snot,snɑt,CCVC,4,5,8.2020,4,8.4400,9.2655,10.7702,146.6636,0.0415,69.6854,8.1123,11.7295,180.1139,0.0382,61.9945,9,8.6922,7,9.0543,7,7.9800,6,7.9800,5,4,7,5,11.4773,15.6021,331.6075,0.0080,86.7611,10.4010,15.0921,322.7435,0.0078,79.4501,4.6691,6.9777,66.6515,0.0168,32.9244,4.5155,6.8815,64.4026,0.0172,31.8934
snout,snaʊt,CCVC,4,1,8.9200,1,8.9200,4.7124,14.4555,269.5848,0.0243,34.0703,4.4382,14.2986,260.5891,0.0249,32.3528,4,7.4225,4,7.4225,4,7.4225,4,7.4225,4,4,4,4,7.5164,20.8524,751.0462,0.0051,57.0017,6.9000,20.8457,736.3500,0.0053,52.7597,3.2205,10.1811,155.9280,0.0126,22.7684,3.1251,9.9442,148.0842,0.0130,22.1458
snow's,snoz,CCVC,4,2,6.8850,2,6.8850,6.5294,13.8256,238.6737,0.0370,45.2762,6.1462,13.6618,230.4614,0.0379,42.7216,6,8.0817,5,7.7900,3,5.9767,3,5.9767,3,3,6,5,10.4384,25.0449,843.9148,0.0079,80.9531,9.1693,26.0514,920.7543,0.0078,71.6758,3.5891,12.3002,212.3200,0.0137,25.2489,3.3871,12.1649,205.3625,0.0140,24.0219
snowed,snod,CCVC,4,3,6.0333,2,6.8250,7.6631,12.7385,182.7026,0.0482,51.4002,6.5805,13.5984,218.0483,0.0420,45.8309,7,6.9414,6,7.3567,5,5.9380,4,5.9380,2,2,4,4,10.6589,22.7180,682.0879,0.0081,80.2850,9.2912,22.5914,698.7065,0.0076,71.5756,3.9825,11.3951,162.7599,0.0172,27.2078,3.5697,11.0635,170.3950,0.0148,25.1408
snows,snoz,CCVC,4,2,6.8850,2,6.8850,6.5294,13.8256,238.6737,0.0370,45.2762,6.1462,13.6618,230.4614,0.0379,42.7216,6,8.0817,5,7.7900,3,5.9767,3,5.9767,2,2,5,4,10.4384,25.0449,843.9148,0.0079,80.9531,9.1693,26.0514,920.7543,0.0078,71.6758,3.5891,12.3002,212.3200,0.0137,25.2489,3.3871,12.1649,205.3625,0.0140,24.0219
snub,snʌb,CCVC,4,5,6.4520,5,6.4520,7.0679,9.1841,101.8838,0.0409,51.9874,6.9040,8.9302,96.0367,0.0421,51.1177,6,6.3283,6,6.3283,4,6.7250,4,6.7250,4,4,6,6,10.2213,25.4084,842.4707,0.0088,73.4197,9.5526,24.4639,774.8314,0.0092,69.0751,3.9810,12.7661,205.1012,0.0197,27.7520,3.8464,12.5436,196.6390,0.0202,27.0246
snuff,snʌf,CCVC,4,7,6.6700,7,6.6700,4.4961,13.2834,210.0387,0.0367,32.9954,4.4053,12.8757,197.1734,0.0379,32.3999,8,6.4763,8,6.4763,6,7.2317,6,7.2317,3,3,3,3,14.4640,19.9254,582.2909,0.0105,104.5846,13.5863,19.1448,533.6470,0.0111,98.7274,5.7958,6.3690,48.1609,0.0213,40.9333,5.6384,6.2147,45.6393,0.0219,40.0281
snug,snʌg,CCVC,4,4,6.7925,3,7.5933,9.2956,9.8007,132.1310,0.0411,68.8717,8.8516,9.7707,130.0189,0.0419,66.2085,6,6.7350,6,6.7350,5,6.9560,5,6.9560,2,2,2,2,11.6365,27.3953,944.6039,0.0107,83.2240,10.8853,26.3516,867.4408,0.0113,78.3158,4.7172,11.9736,172.5388,0.0241,32.3865,4.5596,11.7598,165.3150,0.0248,31.5410
space,spes,CCVC,4,7,7.0571,7,7.0571,6.9649,9.3018,103.3253,0.0431,53.5877,6.7875,9.0626,97.7045,0.0444,52.4929,8,7.7713,8,7.7713,5,8.0620,5,8.0620,0,0,0,0,21.9210,13.6658,267.8100,0.0112,174.1259,19.6620,13.8821,274.0857,0.0113,158.7478,7.4010,6.4370,56.7730,0.0228,58.3718,6.8223,6.7062,62.3364,0.0223,54.7244
spade,sped,CCVC,4,7,7.7257,7,7.7257,8.3003,8.9284,95.7775,0.0500,67.2074,8.0510,8.7381,91.2502,0.0514,65.6703,14,7.8186,12,8.1783,11,7.8309,9,7.8309,5,5,6,6,23.8126,20.0575,577.1199,0.0151,184.4673,20.9099,18.0210,488.3562,0.0141,166.0022,9.1640,9.3572,117.0137,0.0365,69.2213,8.1949,8.7365,112.0260,0.0322,63.8592
Spain,spen,CCVC,4,10,8.4600,9,8.7111,8.4529,7.6852,66.3446,0.0504,69.0600,8.0269,7.7293,67.5081,0.0505,66.3923,16,7.6706,15,7.7233,13,7.6662,13,7.6662,2,2,3,3,22.8311,18.6032,530.8210,0.0144,178.1056,20.3623,18.8547,536.2902,0.0147,161.5375,8.1210,9.3730,118.4451,0.0345,61.9773,7.7668,9.1950,113.1851,0.0354,59.7138
spake,spek,CCVC,4,10,8.5470,9,8.8078,7.3412,9.9581,113.0414,0.0503,59.4332,6.5886,9.8592,114.0590,0.0459,54.7271,14,7.8993,12,8.0892,13,8.0700,11,8.0700,8,8,8,8,23.7171,19.1112,528.2697,0.0155,188.2508,20.9664,17.5320,475.0932,0.0142,169.7351,9.0796,9.1028,105.3323,0.0383,73.2464,7.9720,9.0185,110.7453,0.0333,65.8307
spam,spæm,CCVC,4,0,,0,,1.0553,5.5353,38.4088,0.0042,8.1479,1.0171,5.5072,37.9124,0.0043,7.9395,6,7.6617,6,7.6617,5,7.5980,5,7.5980,0,0,0,0,17.7439,18.2569,542.0209,0.0109,139.3747,16.4886,17.7462,506.3202,0.0114,130.8199,5.6065,11.1410,171.8876,0.0238,43.4973,5.4575,10.8235,161.9357,0.0245,42.5858
span,spæn,CCVC,4,10,8.5460,9,8.8067,8.7439,7.5562,63.9122,0.0518,71.3906,8.3279,7.5886,64.8230,0.0519,68.7875,14,7.9450,14,7.9450,11,8.1445,11,8.1445,7,7,8,8,21.8110,19.7774,544.7344,0.0153,173.9116,20.2363,19.1774,506.3349,0.0160,162.9231,7.0290,11.0404,147.0201,0.0345,56.0748,6.8643,10.7093,138.1335,0.0356,55.0380
spar,spɑr,CCVC,4,0,,0,,2.4030,7.3555,61.8512,0.0125,18.3981,2.3762,7.1251,57.9223,0.0129,18.2251,11,8.1664,11,8.1664,7,8.3514,7,8.3514,6,6,10,10,28.4768,17.6160,436.4854,0.0191,228.2979,25.3053,17.7044,430.1301,0.0196,206.8437,8.2001,10.7962,137.8064,0.0414,67.0434,7.8150,10.6025,131.8206,0.0425,64.5502
spare,spɛr,CCVC,4,1,5.1800,1,5.1800,4.4376,11.2150,162.9136,0.0283,33.8687,4.2483,11.1727,160.1587,0.0289,32.6635,18,7.4494,14,7.6850,13,7.4738,11,7.4738,1,1,2,2,27.7827,17.2569,409.3861,0.0179,220.0025,23.5611,17.4366,423.2298,0.0167,190.3907,9.0984,9.5714,109.7828,0.0405,71.2356,8.0439,9.6838,116.4515,0.0368,64.3072
spat,spæt,CCVC,4,7,7.7871,7,7.7871,8.4247,8.0580,72.3786,0.0503,66.8633,8.2177,7.8590,68.5326,0.0518,65.5647,12,7.6167,12,7.6167,10,7.7040,10,7.7040,7,7,8,8,21.9531,20.3707,622.3451,0.0138,175.0597,20.2806,20.0213,591.3516,0.0144,163.8755,8.2397,10.0292,133.6073,0.0334,65.2473,7.8399,10.0108,131.2248,0.0341,62.6589
spawn,spɔn,CCVC,4,5,7.5860,5,7.5860,6.0310,9.9415,115.0096,0.0396,46.5691,5.9520,9.6441,108.0389,0.0409,46.0749,9,7.6933,9,7.6933,8,7.7375,8,7.7375,2,2,2,2,19.9368,11.8266,200.5895,0.0097,155.1709,18.2455,11.6235,191.1420,0.0101,143.9053,6.4221,6.0363,45.3087,0.0219,49.4557,6.2173,5.8675,42.6258,0.0225,48.1387
speak,spik,CCVC,4,2,8.3300,2,8.3300,4.7195,8.2954,83.7438,0.0261,38.0706,4.4379,8.4057,88.1594,0.0256,36.2802,14,8.1514,11,8.6327,10,8.3140,9,8.3140,1,1,1,1,17.8061,15.3516,330.3066,0.0114,139.1193,15.4866,16.1915,372.3604,0.0111,123.1600,6.4205,7.8821,84.3234,0.0240,49.9429,5.9966,8.0178,85.9930,0.0243,46.9758
spear,spɪr,CCVC,4,1,7.5100,1,7.5100,3.7181,19.5374,452.7522,0.0341,29.8718,3.6442,18.9770,426.3943,0.0352,29.3899,14,7.4207,13,7.4492,11,7.6809,11,7.6809,7,7,8,8,25.8887,16.5418,404.7093,0.0156,206.1882,22.8543,17.0797,423.3858,0.0158,184.3104,8.5251,9.0600,104.8256,0.0358,68.8510,8.0926,9.0316,103.1468,0.0365,66.0116
spec,spɛk,CCVC,4,9,8.7133,9,8.7133,7.4328,9.3428,102.0835,0.0479,60.9821,7.3794,9.0515,95.7454,0.0494,60.6159,11,7.7909,11,7.7909,8,8.5888,8,8.5888,4,4,4,4,24.3771,14.3432,309.2845,0.0130,191.1718,22.2223,14.3272,313.2952,0.0131,177.2367,8.5210,5.4682,36.6635,0.0266,68.0259,7.9171,5.3667,35.9405,0.0255,64.3851
speck,spɛk,CCVC,4,9,8.7133,9,8.7133,7.4328,9.3428,102.0835,0.0479,60.9821,7.3794,9.0515,95.7454,0.0494,60.6159,11,7.7909,11,7.7909,8,8.5888,8,8.5888,7,7,8,8,24.3771,14.3432,309.2845,0.0130,191.1718,22.2223,14.3272,313.2952,0.0131,177.2367,8.5210,5.4682,36.6635,0.0266,68.0259,7.9171,5.3667,35.9405,0.0255,64.3851
sped,spɛd,CCVC,4,7,7.7657,7,7.7657,9.2468,7.7458,70.6370,0.0528,74.1774,8.9484,7.6269,68.1254,0.0541,72.3148,10,7.9380,9,8.1311,10,7.9380,9,7.9380,6,6,6,6,24.7511,18.0422,534.0980,0.0132,192.0093,22.2817,18.4251,544.5091,0.0135,175.8980,9.2697,8.5232,103.6660,0.0330,69.7969,8.6045,8.7753,107.6603,0.0332,65.8312
speech,spit∫,CCVC,4,0,,0,,1.6487,10.2513,125.1586,0.0100,12.7187,1.6241,9.9461,117.6204,0.0103,12.5534,3,9.9367,3,9.9367,2,11.1550,2,11.1550,2,2,2,2,11.1105,15.3132,345.9175,0.0067,87.3866,9.8868,15.7057,353.9409,0.0069,78.8353,3.9413,7.8051,81.2528,0.0138,30.8864,3.7156,7.7834,79.6431,0.0141,29.2757
speed,spid,CCVC,4,1,8.2300,1,8.2300,5.6213,10.7796,162.5611,0.0320,44.4128,5.4991,10.4792,153.3065,0.0330,43.5705,9,7.6200,9,7.6200,7,7.6229,7,7.6229,0,0,0,0,17.3538,23.0538,843.4396,0.0116,134.3571,15.3197,23.5391,854.3199,0.0119,120.3760,6.2518,12.4840,226.8375,0.0260,47.0066,5.8978,12.4705,223.1840,0.0266,44.5456
spell,spɛl,CCVC,4,10,8.3620,9,8.6022,8.9136,8.6881,94.9095,0.0542,72.6904,8.4855,8.7694,96.9783,0.0545,70.0085,11,8.0464,10,8.2310,9,7.8989,8,7.8989,0,0,0,0,27.3759,12.9435,243.8756,0.0145,217.9345,23.9631,13.3824,258.6690,0.0145,194.4891,8.6073,6.8055,61.7615,0.0309,67.7297,7.8246,7.1755,69.3591,0.0301,62.8258
sperm,spɝm,CCVC,4,0,,0,,0.4413,12.6638,217.1028,0.0024,3.2239,0.4330,12.3435,205.5462,0.0025,3.1766,7,7.0471,7,7.0471,5,6.6700,5,6.6700,1,1,2,2,18.0072,19.0580,573.4308,0.0108,138.6792,16.5846,18.4165,529.5430,0.0113,129.1482,6.2684,9.7219,135.2131,0.0253,46.4227,6.0775,9.4472,127.4165,0.0260,45.2519
sphere,sfɪr,CCVC,4,0,,0,,1.1881,5.3046,35.2080,0.0036,9.3966,1.1348,5.2287,33.8413,0.0037,9.0547,6,7.7617,6,7.7617,4,7.2400,4,7.2400,0,0,1,1,21.2669,18.3326,510.7178,0.0109,169.6873,18.6104,19.1005,533.6857,0.0111,150.3123,5.7809,11.2260,165.0315,0.0223,45.5340,5.4677,11.1889,161.9492,0.0227,43.4536
spice,spaɪs,CCVC,4,7,7.5986,7,7.5986,7.7688,10.3385,125.7242,0.0527,60.6824,7.6181,10.0370,118.2417,0.0543,59.7336,10,8.0430,10,8.0430,8,8.2850,8,8.2850,6,6,7,7,17.8226,18.1582,448.1177,0.0107,141.4032,16.1824,18.0453,433.9974,0.0111,129.7267,6.1371,9.2254,108.6563,0.0231,48.7241,5.7645,9.3434,109.6035,0.0234,46.4157
spiel,∫pil,CCVC,4,0,,0,,1.0238,10.9619,151.8699,0.0062,8.5585,0.9979,10.6967,143.9992,0.0064,8.3809,2,6.6300,1,7.9400,0,,0,,0,0,1,1,6.6243,14.9224,301.8061,0.0039,53.3818,5.4122,14.8946,326.1379,0.0034,44.7349,1.3962,11.2918,156.2335,0.0064,11.4946,1.2407,11.0999,164.2085,0.0055,10.2252
spies,spaɪz,CCVC,4,7,7.6729,7,7.6729,8.4969,10.2627,122.9552,0.0575,66.4557,8.3227,9.9666,115.6857,0.0593,65.3617,10,7.3840,9,7.6311,8,7.3363,7,7.3363,5,5,6,6,19.4885,21.8248,659.1499,0.0130,151.4748,17.0973,20.0295,581.7833,0.0121,135.6384,6.6588,11.6085,164.6314,0.0297,50.1405,5.9433,11.3905,173.4104,0.0256,46.2025
spike,spaɪk,CCVC,4,10,8.5240,9,8.7822,7.1698,8.5475,82.4732,0.0451,57.0913,6.6132,8.5138,83.7056,0.0428,53.6176,15,7.7973,14,7.9114,11,7.9264,10,7.9264,5,5,6,6,18.7450,16.6090,382.9778,0.0120,147.7807,17.0372,16.6015,376.7453,0.0123,135.8570,6.5547,8.8120,109.1624,0.0244,52.1607,6.0700,9.1922,116.7295,0.0244,49.0303
spill,spɪl,CCVC,4,2,10.0850,2,10.0850,6.3057,10.5796,151.7299,0.0380,53.8466,6.1203,10.4017,145.7511,0.0390,52.6233,12,8.3650,12,8.3650,9,8.7878,9,8.7878,8,8,9,9,27.1328,16.7663,400.6688,0.0166,218.3059,24.3621,16.6371,386.0017,0.0172,198.7743,8.9197,8.9144,99.4099,0.0380,73.8882,8.4782,8.8587,96.9808,0.0389,71.0390
spin,spɪn,CCVC,4,2,9.1350,2,9.1350,6.6268,10.0082,135.8848,0.0393,54.7586,6.3971,9.9428,133.1954,0.0401,53.2749,12,8.0617,12,8.0617,11,7.8745,11,7.8745,1,1,2,2,23.1511,15.6758,381.1117,0.0132,183.0527,21.4414,15.2371,355.9342,0.0138,171.0294,8.0338,8.0063,86.4594,0.0315,62.9149,7.8317,7.7677,81.2599,0.0324,61.6214
spine,spaɪn,CCVC,4,10,8.5040,9,8.7600,8.6014,7.4681,63.8261,0.0504,69.5113,8.2795,7.4330,63.1253,0.0511,67.4939,17,7.7553,17,7.7553,14,7.5857,14,7.5857,4,4,6,6,18.0526,22.7521,765.5257,0.0126,142.0889,16.4464,22.3120,724.5350,0.0131,131.0027,6.1304,11.3342,186.2873,0.0276,47.1614,5.8704,11.2471,181.8129,0.0282,45.6433
spire,spaɪr,CCVC,4,1,9.2700,1,9.2700,4.0060,11.8905,195.4036,0.0259,32.2780,3.8990,11.6324,186.0798,0.0266,31.5967,12,7.5050,12,7.5050,9,7.9533,9,7.9533,9,9,10,10,20.1633,14.9758,317.5185,0.0123,159.9640,17.8372,15.0723,314.1341,0.0126,143.4600,5.9759,6.4253,48.9629,0.0223,47.6119,5.5997,6.4965,49.6772,0.0226,45.2885
spit,spɪt,CCVC,4,1,11.4200,1,11.4200,6.2187,9.4501,118.5049,0.0357,50.9408,6.0894,9.1859,111.7142,0.0367,50.0707,11,7.8882,11,7.8882,10,7.7140,10,7.7140,3,3,4,4,24.8536,14.5199,363.1439,0.0129,198.0342,22.9225,14.3257,348.4045,0.0133,184.8673,9.2349,7.5392,86.3538,0.0301,72.8605,8.7982,7.5482,85.4937,0.0306,70.0408
spite,spaɪt,CCVC,4,7,7.4814,7,7.4814,9.0268,9.8886,113.5266,0.0604,68.8503,8.8386,9.6071,106.8691,0.0622,67.6519,14,7.6343,13,7.5992,13,7.5623,12,7.5623,2,2,2,2,19.6937,15.7735,371.1523,0.0119,157.6801,17.7378,15.9593,372.6433,0.0121,143.5205,7.3413,8.1025,89.4994,0.0271,58.0638,6.8328,8.3765,93.9413,0.0271,54.6148
